id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50089222,Cozy well equipped private room,253378911,Won,,Hastings-Sunrise,49.26386,-123.03491,Private room,49,1,10,2021-11-16,2.05,2,54,10,21-102084
50089835,Downtown Lifestyle Hotel Living for 10+ days,35410134,Jeff,,Downtown,49.27775,-123.12359,Private room,165,3,1,2021-11-05,0.81,3,349,1,Exempt
50092099,"Passive house , luxury 2 bedroom basement suite",404093096,Graham Dean,,Kitsilano,49.26289,-123.1779,Entire home/apt,220,30,0,,,1,294,0,
50092663,New Home in Amazing Area,144133332,Peter,,Hastings-Sunrise,49.27237,-123.0489,Entire home/apt,190,2,17,2021-11-27,4.18,1,231,17,21-214875
50104275,LUXURY Condo in Heart of Downtown Vancouver,3859188,Sepideh,,West End,49.28391,-123.12485,Entire home/apt,280,30,1,2021-08-21,0.27,1,7,1,
50115981,Hastings-Sunrise Hideaway,5091391,Ashra,,Hastings-Sunrise,49.2851,-123.04854,Entire home/apt,103,2,21,2021-11-22,4.23,1,28,21,21-251263
50116004,Executive one bed- condo in the heart of YaleTown.,34247,Jas,,Downtown,49.276855,-123.125221,Entire home/apt,85,30,2,2021-10-31,0.71,1,154,2,
50118804,Brand New Modern 2BR 2BA Vancouver Parking Wifi,160204497,Peter,,Kitsilano,49.26685,-123.16003,Entire home/apt,264,4,18,2021-11-28,3.44,1,152,18,21-232764
50133826,Vancouver 3BR condo w/ amazing views of downtown!!,11568255,Nestaide Management,,Downtown,49.27607,-123.11615,Entire home/apt,1000,3,0,,,1,0,0,21-100010
50135290,"NEW Private Coachhouse, Stylish and Clean",404561012,Dee Dee,,Kensington-Cedar Cottage,49.23885,-123.08848,Entire home/apt,205,5,12,2021-09-22,2.79,1,61,12,21-246853
50142402,NEW - Luxury 2 Bedroom / 2 Bathroom with  Balcony,231663454,Plan A,,West End,49.28273,-123.13137,Entire home/apt,150,30,1,2021-09-08,0.32,77,0,1,
50155529,Kits 2 Bed with Incredible Deck - Steps to Beach,115094557,Darren,,Kitsilano,49.26639,-123.16555,Entire home/apt,200,30,0,,,1,163,0,
50157717,Lovely 2BD condo with free parking on premises!,21214138,Anika,,Downtown Eastside,49.28015,-123.08391,Entire home/apt,153,3,27,2021-12-06,4.68,1,151,27,21-221929
50168383,Sunny room close to everything.,28696277,Katy,,Downtown Eastside,49.27899,-123.08008,Private room,90,3,6,2021-10-01,1.28,2,0,6,21-244625
50174927,Spectacular Unobstructed Harbour  View RARE,24975633,Christine,,Downtown,49.29436,-123.13416,Entire home/apt,250,30,1,2021-08-27,0.28,1,68,1,Exempt
50190706,🌴 Bohemian 2Floor Townhome🌴 Central W/Parking,245587848,Ky,,Downtown,49.27768,-123.12678,Entire home/apt,238,5,17,2021-12-09,2.80,1,77,17,21-235321
50194328,Brand new 1-Bedroom in Burnaby Heights area.,26208571,Johanna,,Hastings-Sunrise,49.28579,-123.02266,Entire home/apt,105,2,0,,,1,353,0,
50196325,One bed room apartment,65669411,Ali,,Mount Pleasant,49.26302,-123.095,Entire home/apt,50,60,0,,,1,0,0,
50198592,Downtown Living at its finest,325642121,Oliver,,Downtown,49.28149,-123.11816,Entire home/apt,429,5,2,2021-09-11,0.49,4,365,2,17-568549
50198732,Coal Harbour Living at its finest,325642121,Oliver,,West End,49.28426,-123.12272,Entire home/apt,245,5,5,2021-10-27,1.25,4,365,5,17-568548
50200213,Gorgeous Water Views From Large 2 bed 2 bath Condo,263068231,Sonia,,Downtown,49.27883,-123.10528,Entire home/apt,165,30,2,2021-10-04,0.45,1,160,2,
50212617,Cheerful Bright Vancouver Home,405286606,Mao,,Marpole,49.20909,-123.12053,Entire home/apt,372,3,13,2021-12-06,2.41,1,145,13,21-245270
50229369,Beautiful 1 bedroom in Yaletown with free parking,405463192,Kira,,Downtown,49.27468,-123.12471,Entire home/apt,150,30,0,,,1,179,0,
50229561,The Refined One Bedroom West End Suite,289942416,Gurdave,,West End,49.283,-123.12948,Entire home/apt,100,1,34,2021-12-08,6.00,2,250,34,21-243270
50241917,Stay near most ecclectic street in Vancouver,405608424,Daniel,,Grandview-Woodland,49.2698,-123.06584,Private room,60,31,0,,,1,88,0,
50284580,Gorgeous Water view  2 bedroom one bath,156698374,Marco,,Downtown,49.276,-123.13207,Entire home/apt,225,30,0,,,2,365,0,
50287231,Beautiful apartment on The Drive,13535784,Petro,,Grandview-Woodland,49.27213,-123.07085,Entire home/apt,80,60,0,,,1,0,0,
50290358,Vancouver Downtown Core Living,406082193,Y,,Downtown,49.27795,-123.10695,Entire home/apt,176,3,15,2021-11-16,2.57,1,103,15,21-233894
50291805,"Tantra Gardens - Sexy, Romantic Play & Stay Space",293583929,Steve,,Downtown,49.279213,-123.121483,Entire home/apt,247,1,15,2021-11-27,2.57,20,235,15,21-219881
50307082,Stanley park millions ocean view apt !,406222163,Lucky,,Downtown,49.29419,-123.13586,Entire home/apt,168,30,0,,,2,67,0,
50307867,Private suite on ground floor,406230481,Mac,,Kensington-Cedar Cottage,49.23399,-123.07925,Entire home/apt,82,1,14,2021-10-27,2.73,1,156,14,21-173900
50311143,The Garden Suite,21412915,Mira,,Kensington-Cedar Cottage,49.24943,-123.08702,Entire home/apt,100,2,18,2021-12-07,4.15,1,30,18,21-253636
50330531,The Charming and Spacious One BR- with Parking,329993227,Host Support,,Downtown Eastside,49.27926,-123.09874,Entire home/apt,63,1,9,2021-09-06,2.08,10,331,9,21-247977
50331637,Coal Harbour Life! Great Unique Shared Apartment,25050004,Sener,,Downtown,49.28759449322784,-123.12586946270888,Private room,54,30,0,,,1,65,0,
50333531,3 Bedroom Waterfront Villa with Ocean Views!,396949780,Tyler,,West End,49.2837,-123.13041,Entire home/apt,1100,14,0,,,2,364,0,20-212789
50350753,KITS WATERFRONT LUXURY 2BED/3BATH w OCEAN VIEWS,4292086,Anne,,Kitsilano,49.272385,-123.159279,Entire home/apt,350,30,0,,,18,275,0,
50351358,*NEW*GORGEOUS 3BR 2.5BATH HOME KILLARNEY 15MIN 2DT,402089807,Mai,,Killarney,49.23105,-123.04721,Entire home/apt,221,2,21,2021-11-22,3.96,5,168,21,21-236069
50364907,1A Beautiful room in Vancouver (Female only),363419014,Susan,,Victoria-Fraserview,49.22228,-123.06191,Private room,25,30,1,2021-10-31,0.71,3,6,1,
50365628,Garden Suite in Fraser Neighbourhood,7410644,Lisa,,Sunset,49.22338,-123.08978,Entire home/apt,90,30,0,,,1,225,0,
50374686,Best Location! 1BR Apartment in Downtown Vancouver,406903553,Amir,,West End,49.28589,-123.12361,Entire home/apt,135,2,8,2021-11-13,1.82,1,171,8,21-228188
50379446,Clean & Cozy Private Room in Heart of Downtown,1721044,Carolyn & L,,Downtown,49.27923,-123.10751,Private room,115,1,25,2021-11-24,4.29,1,344,25,21-249165
50382460,"Steps from Main St, 2 BR/2 Bath condo with parking",4768322,Emma,,Riley Park,49.254494,-123.099861,Entire home/apt,138,30,1,2021-10-29,0.68,1,223,1,
50395298,Great 2 BR w/A/C and lovely view! In Vancouver DT,31511417,Alessandra,,Downtown,49.28082,-123.12389,Entire home/apt,290,3,12,2021-10-30,2.24,2,0,12,21-244655
50402236,Beautiful😍Corner unit☀️Downtown Vancouver(Yaletown),407181793,Anthony,,Downtown,49.2751,-123.12667,Entire home/apt,185,2,26,2021-11-20,5.23,1,57,26,21-168658
50415395,Central Vancouver Home - Clean and Homelike Feel,406767133,Wei Wei,,Marpole,49.21227,-123.123,Entire home/apt,445,2,8,2021-11-28,1.90,1,206,8,21-250426
50416700,"Heart of The Drive: Stylish Suite, Great Location",36897387,Jesse,,Grandview-Woodland,49.27461,-123.07421,Entire home/apt,100,30,10,2021-11-04,2.13,1,105,10,21-250454
50419742,BRAND NEW LUXURY 3 BD3 BTH DOWNTOWN CONDO w/ VIEWS,128418178,Jennifer,,Downtown,49.27681,-123.11543,Entire home/apt,500,180,0,,,1,0,0,
50424076,Private 1 Bedroom suite in East Vancouver,262133389,Min Ming,,Hastings-Sunrise,49.26874,-123.03131,Entire home/apt,73,2,25,2021-11-28,4.46,1,44,25,21-246457
50424788,Charming & Quiet Vancouver Duplex,7865825,Alexandra,,Marpole,49.20818,-123.1371,Private room,120,2,7,2021-08-29,1.28,1,0,7,21-249195
50448518,BRAND NEW luxury condo in the heart of Vancouver,92495845,Ta,,Marpole,49.21766,-123.11684,Entire home/apt,220,30,2,2021-08-31,0.45,1,152,2,
50461998,Point Grey Newly Constructed Estate,34906299,Lilian,,West Point Grey,49.26431,-123.20444,Entire home/apt,6689,7,0,,,6,365,0,21-250026
50466377,NEW - Private Commercial Drive guest suite,407718799,Peter,,Grandview-Woodland,49.27973,-123.07267,Entire home/apt,98,2,2,2021-12-03,1.43,1,211,2,21-240240
50468520,Lovely condo in Coal Harbor with 1free parking!!!!,407738972,Ima,,Downtown,49.28677,-123.12261,Entire home/apt,190,1,35,2021-11-29,6.77,1,158,35,21-250887
50489967,3 Bed Apartment in the heart of Downtown Vancouver,286059821,Nim,,Downtown,49.27898,-123.10906,Entire home/apt,210,2,8,2021-10-31,1.57,2,86,8,21-163615
50491885,@DT--NEW FURNISHED -FREE PARKING & PET FRIENDLY,267418831,Robert,,West End,49.28675,-123.12564,Entire home/apt,318,30,2,2021-10-08,0.59,5,153,2,
50492114,"Luxurious OceanView ❤ Downtown, 2BR+2Bath+Den",134944719,O,,Downtown,49.27353,-123.12783,Entire home/apt,240,120,1,2021-10-31,0.71,1,0,1,
50492915,Luxury &Modern Penthouse Loft/ Free Parking,403664688,Avery,,Downtown,49.279213,-123.121483,Entire home/apt,179,1,43,2021-12-06,8.01,1,101,43,21-246910
50507830,Old pulm tree style suit,65695410,Jian Feng,,Sunset,49.22358290043129,-123.09363791026882,Private room,28,30,0,,,4,0,0,
50525002,"Huge family home, 2 gardens, 2 decks + mntn view!",1285428,Cecily,,Shaughnessy,49.247,-123.14834,Entire home/apt,500,10,0,,,3,117,0,21-163634
50542042,90Day Minimum - CityView LUXURY 2BD Yaletown Condo,24678316,Anelia,,Downtown,49.27627,-123.1143,Entire home/apt,99,90,0,,,1,285,0,
50551242,adurable 1- bedroom place,136042429,Sabeur,,Kensington-Cedar Cottage,49.2492,-123.07849,Entire home/apt,40,30,0,,,1,0,0,
50551809,Chic modern studio by the park - New Listing!,140337001,Ari,,Mount Pleasant,49.26481,-123.08488,Entire home/apt,222,30,3,2021-10-31,0.70,1,284,3,
50552117,Amazing townhouse c/w private roof top -great view,61407262,Cole,,Mount Pleasant,49.26636,-123.09211,Entire home/apt,475,7,1,2021-08-27,0.28,1,89,1,21-252517
50553610,Nelson House - Attic room (top floor),66327125,Liduo,,West End,49.28694,-123.13386,Entire home/apt,83,30,2,2021-10-02,0.45,8,141,2,
50554509,Brand new 1 Bed + Den close to Water front,408471733,Cayden,,Downtown,49.277122,-123.128647,Entire home/apt,74,30,0,,,1,102,0,
50561545,Stylish 1BR in Downtown + PARKING,165469713,Connor,,Downtown Eastside,49.27995,-123.10551,Entire home/apt,150,1,34,2021-12-07,6.04,1,57,34,21-252477
50574429,The Yellow House - Amazing Location - 3 Bedrooms,227662329,Jordan,,Arbutus Ridge,49.2482,-123.16587,Entire home/apt,307,30,0,,,16,257,0,21-231593
50577229,NEW 1 bedroom garden suite on a quiet street,5943903,Katie,,Kensington-Cedar Cottage,49.24248,-123.08847,Entire home/apt,156,2,15,2021-12-09,3.26,1,246,15,21-260152
50578179,Harbour View Suites steps away from Stanley Park,265249066,Eva,,West End,49.29363,-123.13651,Entire home/apt,130,30,2,2021-11-29,0.45,11,189,2,
50582919,Japanese Garden | Two Queen Beds | Sleeps 6,340963398,Jacqueline,,Kerrisdale,49.21683,-123.14906,Entire home/apt,155,3,1,2021-08-29,0.29,2,346,1,21-276155
50592866,For 4-New Renovated! PET FRIENDLY- GARDEN SUITE,267418831,Robert,,Killarney,49.22215,-123.03552,Entire home/apt,199,30,8,2021-11-02,1.50,5,207,8,21-253175
50593231,Therapeutic Piano Executive Suite in Downtown Van,408768808,Daniel,,Downtown,49.28226,-123.11707,Entire home/apt,122,30,0,,,1,364,0,
50593274,Winter Special! PET FRIENDLY- FULLY NEW RENOVATED,267418831,Robert,,Killarney,49.22023,-123.03579,Entire home/apt,220,4,4,2021-12-02,0.90,5,200,4,21-174224
50595217,NEW Gorgeous Home Restored to Original Heritage,29412479,Suzanne,,Grandview-Woodland,49.27652,-123.07521,Entire home/apt,283,30,0,,,8,357,0,
50600916,New Chic Kitsilano Coach House,36040844,Deb And Jim,,Arbutus Ridge,49.25753,-123.16495,Entire home/apt,115,4,14,2021-12-05,3.39,4,257,14,19160965
50603128,Spectacular & Luxury 2 Bed 2 Bath BC Place,349804247,Elvan,,Downtown,49.2784,-123.11615,Entire home/apt,239,30,5,2021-11-04,1.09,12,118,5,21-261793
50618427,Clean & Quiet Luxury Room with Private Bathroom,76376244,Mike,,Riley Park,49.23521,-123.11107,Private room,54,2,10,2021-11-21,2.14,2,91,10,21-158439
50621456,New!  Two Bedroom Steps From Commercial Drive,378051691,Hayley,,Grandview-Woodland,49.26995,-123.06807,Entire home/apt,163,2,19,2021-11-28,4.10,1,203,19,21-176677
50622288,Spacious 2 BDR Coal Harbour Unit w/ Stunning Views,46596301,Naz,,Downtown,49.28696,-123.12298,Entire home/apt,294,3,21,2021-11-14,4.09,1,79,21,21-252-099
50624866,STYLISH CONDO 1 BR KING Bed Downtown AC,369765219,Jane,,Downtown,49.28136,-123.12262,Entire home/apt,111,3,5,2021-11-13,1.34,1,80,5,Exempt
50625095,NEW - Luxury - 1 Bedroom - Walk to the Beach,231663454,Plan A,,West End,49.28093,-123.13129,Entire home/apt,105,30,1,2021-09-08,0.32,77,0,1,
50625789,Modern centrally located 1 bedroom suite off Main.,81568335,Sandy,,Sunset,49.22517,-123.09917,Entire home/apt,95,3,15,2021-12-01,3.31,1,59,15,21-237013
50627847,NEW Luxury 1 Bedroom - In the Heart of Downtown,231663454,Plan A,,West End,49.28108,-123.13281,Entire home/apt,105,30,2,2021-12-01,0.58,77,128,2,
50627986,NEW - Luxury 1 BR in Downtown - Walk to the Beach!,231663454,Plan A,,West End,49.28262,-123.13277,Entire home/apt,107,30,0,,,77,69,0,
50628100,NEW - Luxury 1 Bedroom - Downtown Vancouver,231663454,Plan A,,West End,49.28129,-123.13303,Entire home/apt,107,30,0,,,77,39,0,
50644662,NEW Luxury 1 Bedroom - Walk to the Beach,231663454,Plan A,,West End,49.28096,-123.13159,Entire home/apt,105,30,0,,,77,100,0,
50644782,NEW  Luxury 1 Bedroom - Close to the Beach!,231663454,Plan A,,West End,49.28264,-123.13266,Entire home/apt,107,30,0,,,77,100,0,
50644941,NEW  Luxury 1 Bedroom in the Heart of Downtown VCR,231663454,Plan A,,West End,49.28129,-123.13113,Entire home/apt,105,30,0,,,77,69,0,
50645321,NEW - Luxury 1 Bedroom - Downtown Vancouver,231663454,Plan A,,West End,49.2829,-123.13113,Entire home/apt,105,30,1,2021-10-02,0.42,77,210,1,
50645421,NEW - Luxury 2 Bedroom in the Heart of Downtown,231663454,Plan A,,West End,49.28304,-123.13166,Entire home/apt,145,30,2,2021-10-31,0.56,77,127,2,
50645426,*NEW*GORGEOUS 3BR 2.5BATH HOME KILLARNEY 15MIN 2DT,402089807,Mai,,Killarney,49.23022,-123.04868,Entire home/apt,221,2,12,2021-10-31,2.42,5,171,12,21-236069
50645581,NEW - Luxury 2 Bedroom in the Heart of Downtown,231663454,Plan A,,West End,49.28269,-123.13118,Entire home/apt,145,30,1,2021-10-31,0.71,77,0,1,
50645812,NEW - Luxury 2 Bedroom / 2 Bathroom with Balcony,231663454,Plan A,,West End,49.28106,-123.13144,Entire home/apt,150,30,0,,,77,127,0,
50658371,Cozy and clean bedroom in a beautiful house,24665332,Carlos,,Dunbar Southlands,49.2493,-123.17682,Private room,35,30,1,2021-07-31,0.22,2,163,1,
50672219,Beautiful Downtown Condo in historic Chinatown!,214455412,Herman,,Downtown Eastside,49.27732,-123.09895,Entire home/apt,168,4,2,2021-11-04,1.25,1,312,2,21-270248
50679059,2 Bedroom at Rosedale on Robson Downtown Vancouver,409529658,Susan,,Downtown,49.27738,-123.11554,Entire home/apt,165,5,1,2021-08-19,0.26,1,14,1,Exempt
50681910,Quiet Garden Level Suite near Downtown,4650104,Haike,,Hastings-Sunrise,49.28419,-123.05228,Entire home/apt,79,30,0,,,2,0,0,
50684448,Yaletown condo with rooftop pool + free parking,409585466,Fig,,Downtown,49.27777,-123.12609,Entire home/apt,246,5,6,2021-11-28,1.27,2,23,6,21-255113
50687667,1170 Barclay Street - Brand new Studio - Downtown,231663454,Plan A,,West End,49.28343,-123.1279,Entire home/apt,95,30,3,2021-11-18,0.93,77,63,3,
50696089,Gorgeous Point Grey Spa Home,34906299,Lilian,,West Point Grey,49.26605,-123.20436,Entire home/apt,6698,3,0,,,6,219,0,21-250026
50704191,Lovely  one bedroom and den downtown vancouver,134758907,Vida,,West End,49.29267,-123.13626,Entire home/apt,85,30,0,,,10,341,0,
50709345,Sweet Studio Steps From Stanley Park & English Bay,194953944,An,,West End,49.2914,-123.1421,Entire home/apt,150,35,3,2021-08-24,0.56,1,0,3,Exempt
50712490,"Home away from home, private room dt Vancouver",409529764,Yosh,,West End,49.28538,-123.12593,Private room,113,5,3,2021-10-02,0.66,1,365,3,Exempt
50713316,Pyramid Lily Queen Elizabeth Park 2BR+2Bath Condo,381003893,Pyramid,,Riley Park,49.24089,-123.11783,Entire home/apt,250,30,0,,,3,90,0,
50714079,1170 Barclay Street - Brand new Studio - Downtown,231663454,Plan A,,West End,49.28459,-123.12995,Entire home/apt,94,30,1,2021-08-31,0.29,77,80,1,
50731868,English Bay luxury High Rise /King Bed /300M WiFi,146238881,Yunhua,,West End,49.283863,-123.135788,Entire home/apt,180,30,1,2021-12-06,1,1,337,1,21-303586
50734168,Downtown 2BD/2BA/Den+Amazing View+Skytrain+Parking,148868431,Lillian,,Downtown,49.27937,-123.10831,Entire home/apt,229,2,29,2021-11-30,5.65,1,124,29,21-228074
50748893,3 bdrm condo w/ spectacular views of False Creek,98052249,Mike,,Strathcona,49.27384,-123.09964,Entire home/apt,916,4,1,2021-08-06,0.23,1,356,1,21-256004
50759344,*NEW* Charming Suite near YVR W/Parking/18 min DT,410212272,Don,,Victoria-Fraserview,49.22013,-123.07361,Entire home/apt,109,2,11,2021-11-30,2.62,1,71,11,21-256107
50760858,1170 Barclay St - Brand new Studio with Balcony,231663454,Plan A,,West End,49.28322,-123.12789,Entire home/apt,98,30,1,2021-09-11,0.33,77,68,1,
50767718,The Boutique off Main St.,93651388,Nate & Tamara,,Riley Park,49.24472,-123.09797,Entire home/apt,179,1,22,2021-11-26,4.29,1,299,22,21-255555
50779138,Modern Laneway in Main St. District,4481111,Navdeep,,Riley Park,49.2438,-123.09316,Entire home/apt,79,30,11,2021-11-09,2.56,2,153,11,21-157070
50780994,1170 Barclay Street - Brand new Studio - Downtown,231663454,Plan A,,West End,49.28341,-123.12966,Entire home/apt,88,30,1,2021-10-31,0.71,77,127,1,
50781547,1170 Barclay Street -  1 bedroom/2 bath - Downtown,231663454,Plan A,,West End,49.28433,-123.12772,Entire home/apt,115,30,0,,,77,68,0,
50784469,Luxury 2 Bedroom in Downtown...Walk to the Beach,231663454,Plan A,,West End,49.28268,-123.13277,Entire home/apt,115,30,0,,,77,176,0,
50795092,Artsy Private Guest Suite with Outdoor Saloon,227662329,Jordan,,Riley Park,49.24869,-123.10502,Entire home/apt,116,1,26,2021-11-29,4.84,16,223,26,21246122
50795335,NEW  Luxury 2 Bedroom / 2 Bathroom - Downtown,231663454,Plan A,,West End,49.28098,-123.13247,Entire home/apt,139,30,2,2021-10-02,0.58,77,7,2,
50799718,Private Bedroom & Living Room @ The Drive Trout Lk,409176554,Tom,,Kensington-Cedar Cottage,49.26102,-123.06448,Entire home/apt,99,1,12,2021-11-19,3.53,1,353,12,21-278401
50807299,Charming Downtown Condo + Large Private Patio,74865763,Breanne,,Downtown,49.28779,-123.12462,Entire home/apt,809,2,12,2021-11-23,2.79,6,95,12,21-257306
50810771,Charming full house 3 blocks from Commercial Drive,6095698,Matt,,Grandview-Woodland,49.27282,-123.06278,Entire home/apt,300,3,0,,,2,253,0,21-257048
50817305,Awesome View #Prime Location #Luxurious 2 Bedroom,224364356,Ash,,Downtown,49.27849,-123.10644,Entire home/apt,205,1,10,2021-11-28,2.04,2,180,10,Exempt
50823438,💎 GORGEOUS DOWNTOWN VIEW 💎MODERN 1 BEDR + OFFICE 🌃,410352996,Chloe,,Downtown,49.27762,-123.10705,Entire home/apt,217,3,18,2021-11-24,3.72,1,159,18,21-187481
50825563,Seaside Loft,134174469,Christopher,,Kitsilano,49.27275,-123.16202,Entire home/apt,325,2,9,2021-12-04,2.01,1,71,9,21-158823
50828159,Family friendly home in Kits with Air Conditioning,43039365,Lloyd,,Kitsilano,49.26606,-123.14692,Entire home/apt,499,7,0,,,1,343,0,21-158745
50834436,Cozy&Lovely family townhome with free parking!,410958575,Jacqueline,,West End,49.29157,-123.14117,Entire home/apt,247,2,23,2021-11-28,4.83,1,113,23,21-230863
50841985,NEW - Luxury 1 Bedroom - in the Heart of Downtown,231663454,Plan A,,West End,49.28313,-123.13152,Entire home/apt,91,30,0,,,77,68,0,
50842292,NEW - Luxury 2 bedroom in Downtown Vancouver,231663454,Plan A,,West End,49.28272,-123.13286,Entire home/apt,145,30,0,,,77,0,0,
50842488,NEW - Luxury 2 Bedroom / 2 Bathroom with Balcony,231663454,Plan A,,West End,49.28114,-123.13269,Entire home/apt,148,30,0,,,77,181,0,
50852293,Artsy 1-bdrm apartment with large patio (Sleeps 4),91203652,Nicola,,Kensington-Cedar Cottage,49.26122,-123.07394,Entire home/apt,225,2,7,2021-12-02,1.81,1,355,7,21-257721
50854207,1170 Barclay Street - Brand new Studio,231663454,Plan A,,West End,49.28506,-123.12849,Entire home/apt,95,30,2,2021-12-01,1.43,77,128,2,
50854989,1425 Haro St - 2 Bedrooms - Downtown Vancouver,231663454,Plan A,,West End,49.28841,-123.13195,Entire home/apt,118,30,1,2021-08-31,0.29,77,212,1,
50856288,"Modern, New & Luxurious 1bd suite at THE ARC!",275164137,Blade,,Downtown,49.27559,-123.11385,Entire home/apt,150,30,3,2021-10-17,0.69,1,240,3,in progress
50857450,Modern 1-bedroom condo with office space & patio,103517096,Ferdinand,,Downtown Eastside,49.2803,-123.08355,Entire home/apt,129,3,21,2021-11-30,4.96,1,230,21,21-264058
50867445,Modern 2 Bedroom Condo with Stunning Sunset View,187102215,Samantha,,Mount Pleasant,49.26298,-123.10017,Entire home/apt,350,3,3,2021-08-08,0.66,1,0,3,21-258081
50878164,Mountain-View Family Friendly Home Near The Drive,21938621,Laura,,Kensington-Cedar Cottage,49.26111,-123.07509,Entire home/apt,199,4,11,2021-12-05,2.43,1,121,11,21-254732
50880264,5 star Executive Stay+Prime Location+2 Bed+2 Bath,306435670,Sahara Rose,,Downtown,49.28012,-123.11807,Entire home/apt,800,30,0,,,2,89,0,
50881090,[30Days+] Capricorn Palace Yaletown 1BD,346562402,Zodiac,,Downtown,49.27378,-123.11588,Entire home/apt,159,7,8,2021-10-02,1.71,22,59,8,19-260484
50882256,Cozy 2 bedroom residential home,7310958,Winnie,,Sunset,49.21476,-123.09021,Entire home/apt,257,2,6,2021-10-22,1.58,1,362,6,21-268509
50901194,Entire Downtown 1BR+den condo with amazing view!,27672355,Mitsuko,,Downtown,49.27383,-123.11319,Entire home/apt,95,30,0,,,2,360,0,
50902393,Yaletown at its finest,325642121,Oliver,,Downtown,49.27309,-123.12704,Entire home/apt,655,30,0,,,4,364,0,
50902531,Luxury Coal Harbour at its finest,325642121,Oliver,,Downtown,49.28749,-123.11823,Entire home/apt,937,5,0,,,4,324,0,17-568550
50921163,Spanish vibe in Chinatown/Skytrain+Pacific Central,319023064,Jon,,Downtown Eastside,49.27842676663365,-123.09827532467108,Entire home/apt,118,2,1,2021-12-06,1,4,85,1,21-19120
50922756,"Perfect Location, AC, and Stunning Views!",19059944,Kieran,,Downtown,49.28026,-123.12452,Entire home/apt,250,30,4,2021-11-24,1.00,5,293,4,
50942659,Kensington-Cedar Cottage Private Suite & Entrance,9187,Mai,,Kensington-Cedar Cottage,49.25619,-123.07367,Entire home/apt,244,2,16,2021-12-06,3.56,2,63,16,21-156594
50953979,KITSILANO Studio great LOCATION,53967300,Carlos,,Kitsilano,49.26544,-123.16148,Entire home/apt,110,4,1,2021-08-20,0.26,2,163,1,21-156631
50955789,Private Bedroom in 3 bedroom 2 bathroom suite,408256349,Sue,,Renfrew-Collingwood,49.25114,-123.03842,Private room,88,30,2,2021-09-29,0.54,2,230,2,
50958386,Modern 1BD condo in the heart of downtown!,72743977,Sam,,Downtown,49.2792,-123.10651,Entire home/apt,202,1,44,2021-11-27,9.04,1,181,44,21-250949
50958509,Private DT townhome+parking 5min to skytrain&arena,190360361,Sabrina,,Downtown Eastside,49.27686,-123.10103,Entire home/apt,101,1,39,2021-12-05,7.65,1,245,39,21-236661
50965568,"Perfect Upscale Location, Cozy 1 bdrm unit.",412204980,Aaron,,West End,49.28384,-123.12371,Entire home/apt,136,1,24,2021-12-03,7.20,1,282,24,21-229672
50981703,Gorgeous Water View Unit in Downtown Vancouver,312918745,Sean,,Downtown,49.27916,-123.10808,Entire home/apt,170,2,25,2021-12-06,6.15,6,72,25,21-258897
50999759,Luxury Views of the City,210014805,Nigel,,Downtown,49.27197,-123.12286,Private room,128,2,2,2021-09-11,0.55,2,83,2,21-100100
51003603,Cozy bnb in the heart of East Van!,328125883,Jordan,,Kensington-Cedar Cottage,49.2623,-123.07706,Entire home/apt,139,30,0,,,2,344,0,
51003647,Deluxe Downtown  Entire 1 Bedroom Condo,160370428,Jules,,Downtown,49.2798,-123.10667,Entire home/apt,170,1,27,2021-11-21,6.53,2,38,27,Exempt
51014630,Big BDRM/en-suite BTRM in BSMT,188209109,Haidy,,Oakridge,49.22622,-123.1222,Private room,44,30,1,2021-12-06,1,7,10,1,
51015559,Bright studio in basement,188209109,Haidy,,Oakridge,49.22641,-123.12051,Private room,47,30,3,2021-10-13,0.91,7,48,3,
51018159,Luxury One Bed One Bath Condo by Science World,43296846,Tracy,,Mount Pleasant,49.2694,-123.10194,Entire home/apt,209,4,0,,,1,159,0,21-298064
51019116,Stylish and very Unique Condo in the HEART of DT .,198256666,Natasha,,Downtown,49.28064,-123.12444,Entire home/apt,139,30,0,,,1,86,0,
51024314,12-5 private room central Vancouver near skytrain,357531934,Cora,,Mount Pleasant,49.25871,-123.08015,Private room,60,30,0,,,20,180,0,
51039979,"1 Bedroom, Spacious comfy and Modern  downtown Van",11207116,Moe,,Downtown,49.27799,-123.11139,Entire home/apt,110,30,1,2021-08-31,0.29,6,89,1,
51044341,Private room with shared washroom and GREAT view!,35571562,Abbi,,Downtown,49.27535,-123.12255,Private room,65,30,1,2021-11-05,0.81,2,78,1,
51047816,One bedroom suite close to everything in Vancouver,134584450,Andrew,,Mount Pleasant,49.258698,-123.080215,Entire home/apt,110,2,1,2021-11-12,1,1,76,1,21-295549
51048811,Bright basement suite inside of a shared house.,24665332,Carlos,,West Point Grey,49.27341,-123.208,Private room,60,90,0,,,2,322,0,
51049050,Spacious sought after 1 bedroom + den with pool,394714724,Mark,,Downtown,49.278938,-123.107407,Entire home/apt,165,2,11,2021-11-21,2.77,2,35,11,21-258899
51050125,Amazing Van View w/ AC in Heart of Vancouver DT,31321661,Sally,,Downtown,49.28084,-123.12641,Entire home/apt,99,30,28,2021-11-23,6.32,1,62,28,21-260484
